attack_flag,h_true,c_true,detected,tau_detect,tau_detect_censored,false_alarm,h_hat_final,id_correct,final_entropy,final_ampvar,cumulative_act_cost,planner_runtime_ms_mean,planner_runtime_ms_p95,max_hide_error,algorithm,episode_id,case,eta_x
True,2,0.04,False,20,20,False,2,True,4.5349242212738687e-10,0.01726964917346281,0.6838529888705285,4.202466594870202,12.40689581318293,0.0,RHMTD,64,case57,0.06
True,43,0.04,True,6,6,False,37,False,0.17144160094467067,0.013140402611467816,0.6809277887631756,4.069791699294001,7.2645690961508125,0.0,RHMTD,65,case57,0.06
True,11,0.04,True,1,1,False,11,True,3.8671819781197475e-10,0.004814292500243147,0.6857400134509772,4.5626749051734805,5.855246158898829,0.0,RHMTD,66,case57,0.06
True,7,0.04,False,20,20,False,7,True,0.5110218111141274,0.19871946826418546,0.6864222137499428,3.113862295867875,4.8178618802921855,0.0,RHMTD,67,case57,0.06
True,7,-0.04,False,20,20,False,7,True,0.0013241706266436974,0.075843987186608,0.6812243330982817,4.585252105607651,11.81935627537314,0.0,RHMTD,68,case57,0.06
True,51,-0.04,False,20,20,False,51,True,0.5233223522724112,0.12773903109501344,0.6826668638461708,4.121835398836993,8.257018734002488,0.0,RHMTD,69,case57,0.06
True,12,-0.04,True,1,1,False,12,True,3.8671819781197475e-10,0.0013783142527341989,0.683586770611543,4.27221464633476,9.504355635726826,0.0,RHMTD,70,case57,0.06
True,17,-0.04,False,20,20,False,18,False,0.10560598068050975,0.08701936845682692,0.6799855370686714,3.864435449941084,8.492584762279877,0.0,RHMTD,71,case57,0.06
True,35,0.04,True,2,2,False,35,True,4.260114872872775e-08,0.013962672275786908,0.6859777199173835,3.4808833937859163,5.705348248011438,0.0,RHMTD,72,case57,0.06
True,37,0.04,False,20,20,False,43,False,0.1714416009440448,0.013192622253689865,0.68594680081713,4.8276957066264,12.821047636680312,0.0,RHMTD,73,case57,0.06
True,11,0.04,True,1,1,False,11,True,3.8671819781197475e-10,0.004346405313659403,0.687331139036519,4.363824852043763,11.813468084437773,0.0,RHMTD,74,case57,0.06
True,43,-0.04,False,20,20,False,37,False,0.1714416009521712,0.011716567390617905,0.6857090943507237,5.993281304836273,8.335973252542354,0.0,RHMTD,75,case57,0.06
True,39,0.04,False,20,20,False,39,True,0.00036652634085372957,0.0352654855815151,0.6859158817168765,3.70223744539544,6.749081544694492,0.0,RHMTD,76,case57,0.06
True,41,-0.04,True,2,2,False,41,True,2.558085294040455e-08,0.007281757180803141,0.6817246121516666,4.343689698725939,9.148545228526928,0.0,RHMTD,77,case57,0.06
True,11,-0.04,True,1,1,False,11,True,3.8671819781197475e-10,0.004344608797558883,0.6820241568185801,3.301937598735094,4.796799385803752,0.0,RHMTD,78,case57,0.06
True,24,0.04,True,4,4,False,24,True,0.17144235334686223,0.017543496154003756,0.6806677373676372,4.479918847209774,10.183177414000967,0.0,RHMTD,79,case57,0.06
True,26,-0.04,False,20,20,False,26,True,0.17144160341889073,0.027880058283456327,0.6819932377183267,3.6913666961481795,7.210102071985602,0.0,RHMTD,80,case57,0.06
True,37,0.04,False,20,20,False,37,True,0.1714416009440448,0.012846081162875517,0.6857090943507235,3.8154355075675994,9.667816938599572,0.0,RHMTD,81,case57,0.06
True,26,-0.04,False,20,20,False,25,False,0.17168841077683789,0.03914616576681697,0.6859158817168766,3.9351020008325572,8.349475308205001,0.0,RHMTD,82,case57,0.06
True,20,-0.04,True,12,12,False,19,False,0.1714416009440448,0.01089105828836832,0.6874790885339723,3.5675916413310915,6.625199393602089,0.0,RHMTD,83,case57,0.06
True,54,0.04,True,2,2,False,54,True,3.6305384888389223e-06,0.009647322856763826,0.689662657449527,5.259816549369134,11.534338936326103,0.0,RHMTD,84,case57,0.06
True,31,0.04,False,20,20,False,30,False,0.16889023139369005,0.020162599253798673,0.6892181636169676,3.502587496768683,6.514099315973001,0.0,RHMTD,85,case57,0.06
True,28,0.04,True,1,1,False,28,True,3.8671814289193196e-10,0.006164714872418994,0.6818452882208732,3.8409290369600058,7.250593093340286,0.0,RHMTD,86,case57,0.06
True,26,-0.04,False,20,20,False,26,True,0.1714416063133333,0.030427405497798876,0.6799855370686713,4.022975158295594,8.56578720267862,0.0,RHMTD,87,case57,0.06
True,17,-0.04,False,20,20,False,0,False,0.6753376481492014,0.27040050075306754,0.6899003639159335,4.790229143691249,10.488724979222752,0.0,RHMTD,88,case57,0.06
True,55,-0.04,True,2,2,False,55,True,1.9420006124822587e-09,0.008747307179662094,0.6877167950003789,4.35965619108174,8.291530935093775,0.0,RHMTD,89,case57,0.06
True,11,0.04,True,1,1,False,11,True,3.8671819781197475e-10,0.0036919849914032444,0.6879235823665318,3.2612374459858984,5.063258041627707,0.0,RHMTD,90,case57,0.06
True,48,-0.04,False,20,20,False,48,True,3.8671808797186176e-10,0.022936978753841663,0.6799855370686714,3.692045743810013,7.273392268689349,0.0,RHMTD,91,case57,0.06
True,50,-0.04,False,20,20,False,50,True,0.038735820203049325,0.0126043783043955,0.6876549567998718,4.70925829722546,9.650927683105694,0.0,RHMTD,92,case57,0.06
True,53,-0.04,False,20,20,False,52,False,0.27163945987244403,0.023812323892849284,0.6894249509831205,4.15591879573185,8.899475599173462,0.0,RHMTD,93,case57,0.06
True,43,0.04,True,6,6,False,43,True,0.1714416009440448,0.01281120845290441,0.6819932377183265,3.584156252327375,8.203997256350705,0.0,RHMTD,94,case57,0.06
True,40,-0.04,False,20,20,False,40,True,0.0008330605821400269,0.038559489365951896,0.6830804385784767,5.254910452640615,17.520777723984793,0.0,RHMTD,95,case57,0.06
True,10,-0.04,True,7,7,False,10,True,3.8671819781197806e-10,0.007566876286221072,0.6914326516327758,4.353420800180174,9.938205959042536,0.0,RHMTD,96,case57,0.06
True,14,0.04,True,18,18,False,14,True,7.330671293810383e-10,0.014396557101985879,0.6801086204455526,5.171262487419881,13.62011219316628,0.0,RHMTD,97,case57,0.06
True,53,-0.04,True,5,5,False,53,True,0.2535409932556123,0.02019129814903336,0.6892181636169676,4.648372903466225,11.034604179440068,0.0,RHMTD,98,case57,0.06
True,49,-0.04,False,20,20,False,49,True,0.12902345300375873,0.017921720548019156,0.6822000250844796,5.082029293407686,12.899452066631056,0.0,RHMTD,99,case57,0.06
True,56,0.04,False,20,20,False,0,False,0.6537187004525203,0.2073101366789031,0.6896317383492735,3.873352296068333,6.934017332969236,0.0,RHMTD,100,case57,0.06
True,17,-0.04,False,20,20,False,0,False,0.6464268933332261,0.2853847371604529,0.6894249509831206,3.636893746443093,6.610002074739899,0.0,RHMTD,101,case57,0.06
True,12,0.04,True,1,1,False,12,True,3.8671819781197475e-10,0.001378313854251128,0.6820829946872797,4.381558299064636,11.474162805825472,0.0,RHMTD,102,case57,0.06
True,48,-0.04,False,20,20,False,48,True,5.629634600673186e-10,0.026459601866622683,0.6842077257341347,5.529941647546366,15.523781848605724,0.0,RHMTD,103,case57,0.06
True,31,0.04,False,20,20,False,31,True,0.17060205411710544,0.020163516452032973,0.6859468008171301,4.381835347157903,9.901310381246732,0.0,RHMTD,104,case57,0.06
True,31,0.04,True,19,19,False,30,False,0.171165434920994,0.020221344331237654,0.6860056386858296,5.923493791487999,18.631893442943706,0.0,RHMTD,105,case57,0.06
True,41,-0.04,True,1,1,False,41,True,3.8671808797195043e-10,0.003974450726715291,0.6916394389989287,5.053916745237075,13.267335406271743,0.0,RHMTD,106,case57,0.06
True,16,-0.04,False,20,20,False,0,False,0.6061028875444373,0.31289708634213254,0.6861845072835365,4.684081158484332,10.23476078116801,0.0,RHMTD,107,case57,0.06
True,20,0.04,True,10,10,False,20,True,0.1714416009440448,0.010693617224862352,0.6866204269449743,5.940427142195404,16.79863572353498,0.0,RHMTD,108,case57,0.06
True,50,0.04,True,14,14,False,50,True,1.648675516804734e-08,0.012544040306523525,0.6815481508616343,5.075981150730513,10.206491383723916,0.0,RHMTD,109,case57,0.06
True,17,0.04,False,20,20,False,0,False,0.6291694854907134,0.2813069613957541,0.6879545014667853,4.125735300476663,9.017129789572211,0.0,RHMTD,110,case57,0.06
True,41,0.04,True,1,1,False,41,True,4.701882165513037e-10,0.007382606042792932,0.6767141742688337,5.466593857272528,11.285841077915414,0.0,RHMTD,111,case57,0.06
True,15,0.04,False,20,20,False,0,False,0.6610149593648834,0.27757708735448483,0.6877167950003789,4.629897844279185,11.189725028816616,0.0,RHMTD,112,case57,0.06
True,12,-0.04,True,1,1,False,12,True,3.8671819781197475e-10,0.0013794050420553434,0.6802232435350779,4.991681303363293,10.902212219662035,0.0,RHMTD,113,case57,0.06
True,33,-0.04,False,20,20,False,0,False,0.6497138497003171,0.2841954818091107,0.6780087555192696,5.323849950218573,13.18641035759356,0.0,RHMTD,114,case57,0.06
True,8,0.04,True,1,1,False,8,True,3.8671819781197475e-10,0.0034140227882858754,0.6899003639159333,5.227141655632295,8.789381926180805,0.0,RHMTD,115,case57,0.06
True,16,-0.04,False,20,20,False,0,False,0.6024247128890058,0.3115182591192223,0.6879545014667853,6.232987347175367,14.392418417264725,0.0,RHMTD,116,case57,0.06
True,46,-0.04,False,20,20,False,0,False,0.6510080208835369,0.2672566111393739,0.6859468008171301,4.566635307855904,11.228539241710678,0.0,RHMTD,117,case57,0.06
True,8,-0.04,True,1,1,False,8,True,3.8671819781197475e-10,0.0030420253353279723,0.6822897820534327,4.680200005532242,10.722306647221558,0.0,RHMTD,118,case57,0.06
True,20,0.04,True,5,5,False,20,True,0.1714416009440448,0.010624114247827316,0.683525525435169,4.9779895023675635,11.730862830881962,0.0,RHMTD,119,case57,0.06
True,52,-0.04,False,20,20,False,51,False,0.2558839282701198,0.0325198359327792,0.6914017325325222,4.137474950402975,9.241716720862314,0.0,RHMTD,120,case57,0.06
True,9,-0.04,False,20,20,False,9,True,0.08544261422407361,0.03800955709463031,0.6931717267157711,3.6999834002926946,6.927929841913284,0.0,RHMTD,121,case57,0.06
True,21,0.04,False,20,20,False,0,False,0.6239095911869628,0.2964731516355177,0.6892181636169676,5.40555834886618,12.403111881576482,0.0,RHMTD,122,case57,0.06
True,43,0.04,True,1,1,False,37,False,0.17144160194251765,0.011828869121831766,0.6806677373676373,5.879808348254301,15.178660416859215,0.0,RHMTD,123,case57,0.06
True,18,-0.04,True,9,9,False,31,False,0.5696465273171684,0.16517425295087718,0.6777152638320376,5.034473043633625,9.809404198313132,0.0,RHMTD,124,case57,0.06
True,38,-0.04,False,20,20,False,56,False,0.35083469796061456,0.12059657542137094,0.6853258456945384,4.074204104836099,9.035072918049991,0.0,RHMTD,125,case57,0.06
True,47,-0.04,False,20,20,False,0,False,0.6472070632188941,0.22107067224768512,0.6911949451663694,4.429400051594712,11.433733042213136,0.0,RHMTD,126,case57,0.06
True,51,-0.04,False,20,20,False,51,True,0.4451485009560792,0.0561470113800938,0.6808193325370973,5.818327053566463,12.743464609957307,0.0,RHMTD,127,case57,0.06
True,23,0.04,True,0,0,False,0,False,0.668319004379797,0.2460660178661745,0.6934094331821775,5.438760359538719,11.043939262162906,0.0,RHMTD,128,case57,0.06
True,40,0.04,True,15,15,False,40,True,0.018164182008042373,0.045676459697033885,0.6773963745677997,3.7198396399617195,7.618190179346129,0.0,RHMTD,129,case57,0.06
True,20,-0.04,False,20,20,False,20,True,0.17144160094465694,0.011737170895135705,0.6815178247855137,4.722160496748984,13.27623956894968,0.0,RHMTD,130,case57,0.06
True,51,-0.04,False,20,20,False,51,True,0.2172520501510571,0.03757780420679981,0.6879235823665317,4.014327202457935,8.4083649009699,0.0,RHMTD,131,case57,0.06
True,26,0.04,False,20,20,False,26,True,0.17144160198667213,0.024464261848947257,0.6703423884359433,3.510235244175419,7.791776751400904,0.0,RHMTD,132,case57,0.06
True,43,-0.04,True,7,7,False,43,True,0.1714416009440448,0.013348225148728986,0.6914017325325224,4.01258550118655,8.302752397139557,0.0,RHMTD,133,case57,0.06
True,54,-0.04,True,6,6,False,54,True,1.7312398872572892e-06,0.010612868164834397,0.6859158817168766,4.257754149148241,9.741241735173391,0.0,RHMTD,134,case57,0.06
True,32,0.04,False,20,20,False,0,False,0.6374148795319624,0.2918791079149935,0.6894558700833742,4.519250048906542,12.373668749933133,0.0,RHMTD,135,case57,0.06
True,47,0.04,False,20,20,False,0,False,0.6425819999361789,0.26463776965425645,0.6857090943507237,4.0341874497244135,8.02100560104009,0.0,RHMTD,136,case57,0.06
True,51,0.04,True,2,2,False,51,True,0.2109148982925383,0.03779220500192767,0.6839391001674748,3.3964853500947356,4.831506274058487,0.0,RHMTD,137,case57,0.06
True,53,0.04,False,20,20,False,53,True,0.17832669004372087,0.015408300085474141,0.6840597762366815,4.433214498567395,10.345828859135509,0.0,RHMTD,138,case57,0.06
True,54,0.04,False,20,20,False,54,True,2.846366179982852e-07,0.010474449623797677,0.6842077257341349,5.93918549711816,12.239183607744053,0.0,RHMTD,139,case57,0.06
True,20,0.04,True,5,5,False,20,True,0.1714416009440448,0.010811913537524627,0.6805507069704373,4.542210552608594,10.605341344489718,0.0,RHMTD,140,case57,0.06
True,52,0.04,False,20,20,False,53,False,0.20371984336130503,0.01465329662144648,0.6778328872533702,5.054058402311057,10.505493407254109,0.0,RHMTD,141,case57,0.06
True,10,0.04,True,13,13,False,10,True,3.8671819781199295e-10,0.007250973704834287,0.6855920639535237,4.397252097260207,13.474147571832875,0.0,RHMTD,142,case57,0.06
True,12,-0.04,True,1,1,False,12,True,3.8671819781197475e-10,0.0013769205638839834,0.6896626574495269,4.716733351233415,10.847195878159258,0.0,RHMTD,143,case57,0.06
True,10,0.04,True,2,2,False,10,True,3.8671819781197475e-10,0.0072418200637542115,0.6859158817168765,4.836885441909544,13.589556259103125,0.0,RHMTD,144,case57,0.06
True,11,-0.04,True,1,1,False,11,True,3.867181978119748e-10,0.004601552026780125,0.6796332075127397,4.4838645553682,9.615194061188959,0.0,RHMTD,145,case57,0.06
True,25,-0.04,False,20,20,False,26,False,0.17170013858702673,0.05321862742473623,0.6855611448532704,5.312910542124882,13.746889872709296,0.0,RHMTD,146,case57,0.06
True,36,0.04,True,5,5,False,36,True,6.179265439700169e-06,0.008907782487207363,0.6844454322005412,6.210339648532681,14.085174689535057,0.0,RHMTD,147,case57,0.06
True,44,-0.04,False,20,20,False,44,True,0.10499937892137104,0.06031076596103386,0.678188269457176,4.973104107193649,11.422047563246453,0.0,RHMTD,148,case57,0.06
True,24,0.04,False,20,20,False,24,True,0.26717856169988835,0.04843182743714156,0.689662657449527,4.727579205064103,10.801266340422446,0.0,RHMTD,149,case57,0.06
True,3,0.04,False,20,20,False,3,True,0.024020097795830853,0.027944970979500987,0.6914326516327758,5.102918797638267,10.665985688683579,0.0,RHMTD,150,case57,0.06
True,42,0.04,False,20,20,False,42,True,3.8671808797256926e-10,0.017130515330174723,0.6848813518619791,5.009879302815534,11.252173534012401,0.0,RHMTD,151,case57,0.06
True,23,0.04,False,20,20,False,0,False,0.6120574931766758,0.30159503544134836,0.6782464619856762,4.556431257515214,11.240969397476876,0.0,RHMTD,152,case57,0.06
True,45,0.04,True,7,7,False,45,True,8.928276653736916e-09,0.014895052443646063,0.6857090943507237,3.6044854001374915,8.145516979857348,0.0,RHMTD,153,case57,0.06
True,24,-0.04,False,20,20,False,24,True,0.1714441824239334,0.025540707299681886,0.6839391001674748,3.6508374992990866,6.228761860984378,0.0,RHMTD,154,case57,0.06
True,22,-0.04,False,20,20,False,0,False,0.6853317414386707,0.29178460997671696,0.6895147079520737,5.44981459970586,13.186499397852462,0.0,RHMTD,155,case57,0.06
True,23,0.04,False,20,20,False,0,False,0.6585305764674916,0.2766547894232153,0.6824686506511394,4.082277146517299,6.928327379864647,0.0,RHMTD,156,case57,0.06
True,54,0.04,True,3,3,False,53,False,0.19532851362641857,0.015935725338409375,0.6860674768863366,3.795876947697252,7.872804149519656,0.0,RHMTD,157,case57,0.06
True,33,-0.04,False,20,20,False,0,False,0.6790575010478943,0.2893236063967732,0.6912847021353224,3.7664436997147277,6.912571491557174,0.0,RHMTD,158,case57,0.06
True,39,-0.04,False,20,20,False,39,True,0.000888434299593257,0.035330127539014454,0.6801923244348242,3.883227097685449,7.653837488032878,0.0,RHMTD,159,case57,0.06
True,13,0.04,True,2,2,False,13,True,3.8671819781197475e-10,0.002555051672039251,0.6784841684520825,4.234987357631326,8.599495855742136,0.0,RHMTD,160,case57,0.06
True,38,0.04,False,20,20,False,39,False,0.1332923504737947,0.043335222731891956,0.6874790885339723,4.7190459503326565,10.989666616660545,0.0,RHMTD,161,case57,0.06
True,35,0.04,True,1,1,False,35,True,0.00399797063651833,0.005666706516590871,0.686153588183283,5.418995750369504,14.640570504707298,0.0,RHMTD,162,case57,0.06
True,26,-0.04,False,20,20,False,26,True,0.17144160094809527,0.02598792918915913,0.6775636686625776,4.029141596402042,10.00987531442661,0.0,RHMTD,163,case57,0.06
True,1,0.04,False,20,20,False,0,False,0.6379326925049407,0.3006311972923462,0.687716795000379,4.714470804901794,10.753122274763884,0.0,RHMTD,164,case57,0.06
True,49,-0.04,True,19,19,False,49,True,0.0011641745468268913,0.014479215140695938,0.6752654766574976,4.209204195649363,8.323090197518468,0.0,RHMTD,165,case57,0.06
True,40,0.04,False,20,20,False,40,True,0.004323576897771441,0.04106629854535581,0.6876858759001253,4.091176998917945,7.08238296210766,0.0,RHMTD,166,case57,0.06
True,40,0.04,False,20,20,False,40,True,0.0012755413033561133,0.037516325107133944,0.6829943272815303,5.472571004065685,9.835696505615513,0.0,RHMTD,167,case57,0.06
True,28,0.04,True,2,2,False,28,True,3.8671814289194566e-10,0.006194269046462831,0.6776291525350912,4.3234624521574005,8.365278810379095,0.0,RHMTD,168,case57,0.06
True,38,0.04,False,20,20,False,56,False,0.2807188839228017,0.07411955974620979,0.6856781752504701,5.478604196105152,11.078746148268712,0.0,RHMTD,169,case57,0.06
True,27,0.04,True,10,10,False,27,True,5.216198271460662e-10,0.010275929195299308,0.6796022884124862,6.274239448248409,14.702191366814095,0.0,RHMTD,170,case57,0.06
True,30,-0.04,False,20,20,False,30,True,0.16681626400028177,0.020397463338823633,0.6801650510065775,4.831008243490942,14.599186831037516,0.0,RHMTD,171,case57,0.06
True,31,-0.04,False,20,20,False,30,False,0.16531872929069671,0.01976196067752882,0.6874790885339724,5.003068799851462,10.781834728550168,0.0,RHMTD,172,case57,0.06
True,27,0.04,True,5,5,False,27,True,3.8671814289196013e-10,0.010815310078668396,0.6796641266129932,5.314777142484672,11.628425371600317,0.0,RHMTD,173,case57,0.06
True,51,0.04,False,20,20,False,51,True,0.1562354403317107,0.04216661201737282,0.6822897820534326,4.6716229495359585,10.626985481940213,0.0,RHMTD,174,case57,0.06
True,28,0.04,True,4,4,False,28,True,3.880257964923432e-10,0.008831139123853275,0.684090695336935,4.649433342274278,8.904977698693985,0.0,RHMTD,175,case57,0.06
True,33,-0.04,False,20,20,False,0,False,0.6613696700340485,0.2913877613308452,0.6878926632662783,4.438795856549405,8.929256536066534,0.0,RHMTD,176,case57,0.06
True,20,-0.04,True,4,4,False,19,False,0.1714416009440448,0.010790745783895269,0.6879545014667853,3.845268741133623,8.534681895980613,0.0,RHMTD,177,case57,0.06
True,5,0.04,False,20,20,False,5,True,3.867181428923385e-10,0.017815400438572018,0.683939100167475,3.794297849526629,7.758502403157766,0.0,RHMTD,178,case57,0.06
True,38,0.04,False,20,20,False,0,False,0.6516329096415595,0.31985980873566067,0.6841768066338813,3.867687509045936,8.539454845595179,0.0,RHMTD,179,case57,0.06
True,52,-0.04,False,20,20,False,53,False,0.2692938550535338,0.02443308192892388,0.6914017325325224,4.24865624809172,8.14399136870634,0.0,RHMTD,180,case57,0.06
True,48,0.04,False,20,20,False,48,True,3.867180879743437e-10,0.02161795975256168,0.693378514081924,4.378179096966051,9.831491598743014,0.0,RHMTD,181,case57,0.06
True,32,-0.04,False,20,20,False,0,False,0.6400273721357395,0.28265986319705794,0.6837911506700215,4.301733404281549,7.363966701086612,0.0,RHMTD,182,case57,0.06
True,48,0.04,False,20,20,False,48,True,4.214897484827662e-10,0.02579881585804549,0.6802820814037774,5.988027053535916,14.949854181031702,0.0,RHMTD,183,case57,0.06
True,48,0.04,False,20,20,False,48,True,6.359734201192329e-09,0.0275853147336721,0.6876858759001253,3.219487506430596,6.025631297961809,0.0,RHMTD,184,case57,0.06
True,5,0.04,True,12,12,False,5,True,4.1341501608954067e-10,0.015248355237240163,0.6800164561689249,4.80107479961589,9.70644971530419,0.0,RHMTD,185,case57,0.06
True,41,0.04,True,1,1,False,41,True,4.0340788508158435e-10,0.010351606321306498,0.6822000250844796,4.890206165146083,12.787237510201523,0.0,RHMTD,186,case57,0.06
True,29,-0.04,False,20,20,False,24,False,0.17296716057917652,0.025298377324274875,0.6842077257341348,3.2559853978455067,3.636866091983397,0.0,RHMTD,187,case57,0.06
True,10,-0.04,True,3,3,False,10,True,3.867181978120016e-10,0.007388896787009859,0.6839700192677284,3.3374707476468757,5.314341641496869,0.0,RHMTD,188,case57,0.06
True,13,0.04,True,2,2,False,13,True,3.8671819781197475e-10,0.0025673462196100483,0.6821139137875334,2.9601563583128154,3.4372541820630436,0.0,RHMTD,189,case57,0.06
True,7,-0.04,False,20,20,False,7,True,0.18070251291406683,0.08619916817163291,0.6820829946872797,4.4440833473345265,11.1566898674937,0.0,RHMTD,190,case57,0.06
True,34,-0.04,False,20,20,False,34,True,8.075694489128509e-05,0.026504808097696446,0.6813722825957349,4.692768905078992,11.89934580179397,0.0,RHMTD,191,case57,0.06
True,23,-0.04,False,20,20,False,0,False,0.672859710073491,0.30012880339222947,0.6850572201278784,2.8423936484614387,3.2542892353376374,0.0,RHMTD,192,case57,0.06
True,22,-0.04,False,20,20,False,0,False,0.691464782181548,0.23536194003937796,0.6831422767789836,8.630806146538816,23.58413331385238,0.0,RHMTD,193,case57,0.06
True,53,-0.04,False,20,20,False,51,False,0.2715498774734962,0.02518741110047674,0.6819932377183267,2.8864354477263987,3.313991651521065,0.0,RHMTD,194,case57,0.06
True,40,0.04,False,20,20,False,40,True,7.45914164347707e-05,0.03644934939286374,0.6861845072835364,4.866256203968078,11.792581251938827,0.0,RHMTD,195,case57,0.06
True,4,-0.04,False,20,20,False,0,False,0.6369731010287005,0.2885774603782932,0.6855611448532702,3.4400855511194095,4.827744449721653,0.0,RHMTD,196,case57,0.06
True,23,0.04,False,20,20,False,0,False,0.5982709696893059,0.31287725390256055,0.6822000250844795,2.662187599344179,2.951667018351145,0.0,RHMTD,197,case57,0.06
True,17,0.04,False,20,20,False,0,False,0.6692138750862803,0.25062767691234294,0.6876549567998718,3.6347332934383303,6.638913930510172,0.0,RHMTD,198,case57,0.06
True,28,0.04,True,2,2,False,28,True,3.867181154319552e-10,0.007067445983519008,0.6842665636028343,2.7385167515603825,3.108800048357807,0.0,RHMTD,199,case57,0.06
True,26,-0.04,True,5,5,False,25,False,0.193159886230412,0.028935200689797397,0.4474810965770277,27.380868696491234,48.0087354546413,0.0,Robust-MTD,0,case57,0.06
True,49,-0.04,False,20,20,False,49,True,0.0047946706852990215,0.014887182110070644,0.4474810965770277,34.45773324929178,57.835464298841586,0.0,Robust-MTD,1,case57,0.06
True,53,-0.04,False,20,20,False,52,False,0.27157196221038243,0.01466699811394186,0.4474810965770277,19.753987446893007,32.974860729882494,0.0,Robust-MTD,2,case57,0.06
True,37,0.04,False,20,20,False,43,False,0.17144162918398834,0.017730892710576835,0.4474810965770277,26.280808495357633,38.00706670735964,0.0,Robust-MTD,3,case57,0.06
True,46,0.04,True,17,17,False,0,False,0.6941623475100902,0.35475667131177224,0.4474810965770277,29.882499953964725,47.033600285067266,0.0,Robust-MTD,4,case57,0.06
True,17,0.04,False,20,20,False,18,False,0.3413862390467701,0.026798478413458292,0.4474810965770277,25.778839548001997,36.7656104179332,0.0,Robust-MTD,5,case57,0.06
True,24,0.04,False,20,20,False,29,False,0.362035163886456,0.016244109635660163,0.4474810965770277,35.063233351684175,62.498062202939764,0.0,Robust-MTD,6,case57,0.06
True,3,0.04,False,20,20,False,3,True,8.351444378200954e-09,0.014446142054471154,0.4474810965770277,19.659056400996633,29.927720851264894,0.0,Robust-MTD,7,case57,0.06
True,8,-0.04,True,1,1,False,8,True,3.867181978119756e-10,0.004712512248875582,0.4474810965770277,26.461460499558598,38.49735629919452,0.0,Robust-MTD,8,case57,0.06
True,22,0.04,False,20,20,False,0,False,0.7016220390994873,0.20466678810244632,0.4474810965770277,28.194658301072195,50.59703747392633,0.0,Robust-MTD,9,case57,0.06
True,29,-0.04,False,20,20,False,24,False,0.4002034584349188,0.022366919700116956,0.4474810965770277,25.96187909366563,41.01482288970146,0.0,Robust-MTD,10,case57,0.06
True,28,-0.04,False,20,20,False,0,False,0.6650077878832474,0.3723375824091911,0.4474810965770277,26.55614589166362,35.421410368871875,0.0,Robust-MTD,11,case57,0.06
True,8,0.04,True,1,1,False,8,True,3.8671819781197475e-10,0.004712512248875582,0.4474810965770277,19.528041596640833,29.741612772340886,0.0,Robust-MTD,12,case57,0.06
True,28,-0.04,False,20,20,False,0,False,0.6712738806382454,0.37178002529400356,0.4474810965770277,26.24107090232428,38.12670448969585,0.0,Robust-MTD,13,case57,0.06
True,22,0.04,False,20,20,False,0,False,0.7120539605783425,0.3197943574878833,0.4474810965770277,27.31225844763685,39.53358990547713,0.0,Robust-MTD,14,case57,0.06
True,26,0.04,False,20,20,False,25,False,0.22727730192307843,0.03658519382602337,0.4474810965770277,24.847389495698735,29.738645246834494,0.0,Robust-MTD,15,case57,0.06
True,40,-0.04,False,20,20,False,0,False,0.6883729628336129,0.35931337676710917,0.4474810965770277,29.12857295013964,47.58732775226236,0.0,Robust-MTD,16,case57,0.06
True,1,-0.04,False,20,20,False,1,True,0.6616086663793187,0.2798438490934545,0.4474810965770277,20.41638750815764,30.274922872195024,0.0,Robust-MTD,17,case57,0.06
True,37,-0.04,False,20,20,False,43,False,0.1714416258900877,0.017730892442945137,0.4474810965770277,26.653327158419415,36.53217745013535,0.0,Robust-MTD,18,case57,0.06
True,42,-0.04,False,20,20,False,0,False,0.6977753089652591,0.34342259441166734,0.4474810965770277,27.65251444943715,37.51823574420997,0.0,Robust-MTD,19,case57,0.06
True,32,0.04,False,20,20,False,0,False,0.6639204353844204,0.3734453491915299,0.4474810965770277,25.66276879515499,31.061623155255806,0.0,Robust-MTD,20,case57,0.06
True,20,0.04,True,9,9,False,18,False,0.34280333455966033,0.026265275537114302,0.4474810965770277,28.520216801553033,41.10940352838952,0.0,Robust-MTD,21,case57,0.06
True,46,0.04,False,20,20,False,0,False,0.6860376463228011,0.35923980233884856,0.4474810965770277,19.685958299669437,27.854911907343194,0.0,Robust-MTD,22,case57,0.06
True,42,0.04,False,20,20,False,0,False,0.6545270675085278,0.37974747468765435,0.4474810965770277,28.06010634812992,41.32260892947671,0.0,Robust-MTD,23,case57,0.06
True,56,-0.04,True,3,3,False,38,False,0.33483938439660565,0.13050292266322985,0.4474810965770277,30.567556354799308,43.470944403088666,0.0,Robust-MTD,24,case57,0.06
True,53,0.04,False,20,20,False,54,False,0.2673048378914776,0.015740501018964348,0.4474810965770277,29.169225101941265,49.95038898196072,0.0,Robust-MTD,25,case57,0.06
True,48,0.04,False,20,20,False,48,True,0.005724564518640385,0.01726890771704885,0.4474810965770277,32.91119589994196,46.34561315469911,0.0,Robust-MTD,26,case57,0.06
True,24,-0.04,True,16,16,False,29,False,0.3670531209186028,0.016639857099479315,0.4474810965770277,28.159575001336634,42.00098713627085,0.0,Robust-MTD,27,case57,0.06
True,20,0.04,False,20,20,False,18,False,0.34072223759226455,0.026938445688102778,0.4474810965770277,28.87327500502579,47.49232291360387,0.0,Robust-MTD,28,case57,0.06
