attack_flag,h_true,c_true,detected,tau_detect,tau_detect_censored,false_alarm,h_hat_final,id_correct,final_entropy,final_ampvar,cumulative_act_cost,planner_runtime_ms_mean,planner_runtime_ms_p95,max_hide_error,algorithm,episode_id,case,sigma_rel
True,17,-0.04,False,20,20,False,17,True,0.17027312711926423,0.07248148680382076,0.495557491573015,32.619941694429144,48.379960100282936,0.0,Robust-MTD,71,case57,0.005
True,35,0.04,True,1,1,False,35,True,2.1047445448234286e-09,0.000909445250584218,0.495557491573015,31.192891651880927,66.75628754601348,0.0,Robust-MTD,72,case57,0.005
True,37,0.04,True,1,1,False,44,False,0.2667755555939405,0.005652202485291732,0.495557491573015,31.442706455709416,47.07211669883696,0.0,Robust-MTD,73,case57,0.005
True,11,0.04,True,1,1,False,11,True,3.8671819781197475e-10,0.00024157082727923305,0.495557491573015,31.907897800556384,45.99968723196071,0.0,Robust-MTD,74,case57,0.005
True,43,-0.04,True,1,1,False,43,True,0.2295828076599213,0.002170519948971007,0.495557491573015,33.94054379896261,46.365245842025615,0.0,Robust-MTD,75,case57,0.005
True,39,0.04,True,1,1,False,39,True,3.867180879718622e-10,0.007334545584469838,0.495557491573015,36.08687920495868,64.6376205375418,0.0,Robust-MTD,76,case57,0.005
True,41,-0.04,True,1,1,False,41,True,3.8671808797186145e-10,0.0002974313552103733,0.495557491573015,34.28707091079559,61.72487915027887,0.0,Robust-MTD,77,case57,0.005
True,11,-0.04,True,1,1,False,11,True,3.8671819781197475e-10,0.00024157082727923305,0.495557491573015,32.80689595849253,67.33344645763285,0.0,Robust-MTD,78,case57,0.005
True,24,0.04,True,1,1,False,31,False,0.29805643448134117,0.004779254116160743,0.495557491573015,33.55984794907272,48.17157356883401,0.0,Robust-MTD,79,case57,0.005
True,26,-0.04,True,19,19,False,26,True,0.17144168703721716,0.010701886091789596,0.495557491573015,28.3885124954395,59.09355797048193,0.0,Robust-MTD,80,case57,0.005
True,37,0.04,True,1,1,False,37,True,0.26726710855647423,0.0037881258614977636,0.495557491573015,28.81786244106479,44.15148123225664,0.0,Robust-MTD,81,case57,0.005
True,26,-0.04,True,6,6,False,26,True,0.17144371023276686,0.010701880261105098,0.495557491573015,28.86709380254615,53.805035434197634,0.0,Robust-MTD,82,case57,0.005
True,20,-0.04,True,1,1,False,20,True,0.17144160463195088,0.0011658141851563675,0.495557491573015,29.699781397357583,37.67053961055355,0.0,Robust-MTD,83,case57,0.005
True,54,0.04,True,1,1,False,51,False,0.26776714022450726,0.005568382176700373,0.495557491573015,34.17700834979769,65.99693573662081,0.0,Robust-MTD,84,case57,0.005
True,31,0.04,True,1,1,False,30,False,0.3010983689811669,0.014493659687764292,0.495557491573015,31.106502047623508,50.856937526259586,0.0,Robust-MTD,85,case57,0.005
True,28,0.04,True,1,1,False,28,True,3.867181428919181e-10,0.0002550042628638299,0.495557491573015,29.64666869957,40.506862226175144,0.0,Robust-MTD,86,case57,0.005
True,26,-0.04,True,11,11,False,25,False,0.17144967754509283,0.010701860673827952,0.495557491573015,32.934622903121635,55.53966043225955,0.0,Robust-MTD,87,case57,0.005
True,17,-0.04,False,20,20,False,17,True,0.17688778106247938,0.046989370247096145,0.495557491573015,31.809383304789662,60.64080038340765,0.0,Robust-MTD,88,case57,0.005
True,55,-0.04,True,1,1,False,55,True,3.8671808797186145e-10,0.00044002471438886963,0.495557491573015,26.911191843100823,39.32574554637542,0.0,Robust-MTD,89,case57,0.005
True,11,0.04,True,1,1,False,11,True,3.8671819781197475e-10,0.00024157082727923305,0.495557491573015,39.30944370513316,90.57114557654134,0.0,Robust-MTD,90,case57,0.005
True,48,-0.04,True,1,1,False,48,True,3.8671808797186145e-10,0.002693359075625542,0.495557491573015,30.46104184759315,44.63562770397403,0.0,Robust-MTD,91,case57,0.005
True,50,-0.04,True,1,1,False,49,False,0.03336709001609835,0.0037304530496065384,0.495557491573015,28.605762610095553,40.80953989177943,0.0,Robust-MTD,92,case57,0.005
True,53,-0.04,False,20,20,False,52,False,0.18717449355960758,0.011240485574636446,0.495557491573015,32.35199585033115,57.220779149793096,0.0,Robust-MTD,93,case57,0.005
True,43,0.04,True,1,1,False,43,True,0.17613084416305677,0.0013193033741445888,0.495557491573015,37.883823152515106,70.21919966500718,0.0,Robust-MTD,94,case57,0.005
True,40,-0.04,True,1,1,False,40,True,3.867180879720589e-10,0.005374032492142889,0.495557491573015,33.85926245537121,67.2160243149847,0.0,Robust-MTD,95,case57,0.005
True,10,-0.04,True,1,1,False,10,True,3.8671819781197475e-10,0.0005805765380627747,0.495557491573015,34.52897504903376,53.726258900132976,0.0,Robust-MTD,96,case57,0.005
True,14,0.04,True,1,1,False,14,True,3.8671819781197475e-10,0.00039951593975834436,0.495557491573015,29.4926061964361,40.02168781880756,0.0,Robust-MTD,97,case57,0.005
True,53,-0.04,True,5,5,False,52,False,0.23597902080251257,0.010654631972025073,0.495557491573015,37.05750830704346,70.72204135183712,0.0,Robust-MTD,98,case57,0.005
True,49,-0.04,True,1,1,False,49,True,0.06144817604888611,0.003643472861362069,0.495557491573015,35.37497074576095,52.210716309491595,0.0,Robust-MTD,99,case57,0.005
True,56,0.04,True,6,6,False,56,True,0.17144160094404476,0.006897548172040662,0.495557491573015,34.3448437488405,68.66249373415486,0.0,Robust-MTD,100,case57,0.005
True,17,-0.04,False,20,20,False,17,True,0.20143480884356132,0.0757300018630432,0.495557491573015,32.71008545416407,56.43702921224759,0.0,Robust-MTD,101,case57,0.005
True,12,0.04,True,1,1,False,12,True,3.8671819781197475e-10,5.86515229289565e-05,0.495557491573015,26.96723539265804,36.20181007427165,0.0,Robust-MTD,102,case57,0.005
True,48,-0.04,True,1,1,False,48,True,3.8671808797186145e-10,0.002693359075625542,0.495557491573015,33.598133391933516,72.70909198268782,0.0,Robust-MTD,103,case57,0.005
True,31,0.04,True,2,2,False,30,False,0.3042112517837815,0.012900824464917252,0.495557491573015,33.98701465630438,59.14167676528451,0.0,Robust-MTD,104,case57,0.005
True,31,0.04,True,8,8,False,30,False,0.37614226942345647,0.012126701176884132,0.495557491573015,32.15065224794671,54.27447325200776,0.0,Robust-MTD,105,case57,0.005
True,41,-0.04,True,1,1,False,41,True,3.8671808797186145e-10,0.0002974313552103733,0.495557491573015,31.983406253857538,49.88945825898555,0.0,Robust-MTD,106,case57,0.005
True,16,-0.04,False,20,20,False,16,True,0.3962241936137378,0.21523756540686464,0.495557491573015,36.27186044759583,67.70168604853099,0.0,Robust-MTD,107,case57,0.005
True,20,0.04,True,1,1,False,20,True,0.17144160095440733,0.0011658141632539362,0.495557491573015,33.26486684673,49.24595622287601,0.0,Robust-MTD,108,case57,0.005
True,50,0.04,True,1,1,False,49,False,0.06465905836639012,0.0036319371511907544,0.495557491573015,36.64985414943658,70.95198331517169,0.0,Robust-MTD,109,case57,0.005
True,17,0.04,False,20,20,False,17,True,0.17165642732697406,0.07495753051794658,0.495557491573015,35.676712400163524,66.67876277642794,0.0,Robust-MTD,110,case57,0.005
True,41,0.04,True,1,1,False,41,True,3.8671808797186145e-10,0.0002974313552103733,0.495557491573015,29.59159779420588,42.184764536796145,0.0,Robust-MTD,111,case57,0.005
True,15,0.04,False,20,20,False,0,False,0.4635530364440024,0.2699576357246,0.495557491573015,32.45937906031031,64.6048812544905,0.0,Robust-MTD,112,case57,0.005
True,12,-0.04,True,1,1,False,12,True,3.8671819781197475e-10,5.86515229289565e-05,0.495557491573015,25.700864658574574,36.50313334655949,0.0,Robust-MTD,113,case57,0.005
True,33,-0.04,False,20,20,False,34,False,0.28436887692879037,0.0223380138766196,0.495557491573015,26.975846002460457,38.61155274498742,0.0,Robust-MTD,114,case57,0.005
True,8,0.04,True,1,1,False,8,True,3.8671819781197475e-10,0.00018473191580488263,0.495557491573015,33.871404101955704,64.33129174401985,0.0,Robust-MTD,115,case57,0.005
True,16,-0.04,False,20,20,False,16,True,0.3122141890867123,0.15880778665503253,0.495557491573015,34.80597915186081,55.865383349009804,0.0,Robust-MTD,116,case57,0.005
True,46,-0.04,False,20,20,False,0,False,0.44492008485694795,0.3221249836776402,0.495557491573015,37.61768756376114,87.67346038948745,0.0,Robust-MTD,117,case57,0.005
True,8,-0.04,True,1,1,False,8,True,3.8671819781197475e-10,0.00018473191580488263,0.495557491573015,30.522572904010303,47.08507675968577,0.0,Robust-MTD,118,case57,0.005
True,20,0.04,True,1,1,False,20,True,0.17144160363439748,0.0011658141789772267,0.495557491573015,35.437135450774804,69.80257675168106,0.0,Robust-MTD,119,case57,0.005
True,52,-0.04,True,4,4,False,53,False,0.19438211518919887,0.011173651662469752,0.495557491573015,41.149897800642066,91.3550670054974,0.0,Robust-MTD,120,case57,0.005
True,9,-0.04,True,1,1,False,9,True,3.8671819781197475e-10,0.004653036732884365,0.495557491573015,36.826029108488,68.58235863910525,0.0,Robust-MTD,121,case57,0.005
True,21,0.04,False,20,20,False,0,False,0.4313427823283704,0.32945115743509507,0.495557491573015,31.103050051024184,47.93775983562227,0.0,Robust-MTD,122,case57,0.005
True,43,0.04,True,1,1,False,43,True,0.19714058141772725,0.0015565471751305946,0.495557491573015,36.02533536031842,53.16069579566829,0.0,Robust-MTD,123,case57,0.005
True,18,-0.04,True,9,9,False,0,False,0.4931140572333881,0.23530763602610977,0.495557491573015,30.67331879865378,45.5616131570423,0.0,Robust-MTD,124,case57,0.005
True,38,-0.04,True,1,1,False,56,False,0.17144160094404476,0.006897548172040661,0.495557491573015,31.681422964902595,48.87740384438078,0.0,Robust-MTD,125,case57,0.005
True,47,-0.04,False,20,20,False,0,False,0.47071038451226616,0.25411760973235675,0.495557491573015,31.983960300567563,56.597231526393465,0.0,Robust-MTD,126,case57,0.005
True,51,-0.04,True,1,1,False,53,False,0.2721604024475763,0.009814253994599387,0.495557491573015,29.843460451229475,57.509954154375016,0.0,Robust-MTD,127,case57,0.005
True,23,0.04,True,0,0,False,0,False,0.4781351033213579,0.3086626738726044,0.495557491573015,30.681639604154043,42.68653542094398,0.0,Robust-MTD,128,case57,0.005
True,40,0.04,True,1,1,False,40,True,3.952420634120101e-10,0.005374032492136606,0.495557491573015,29.40519369149115,40.03968061588239,0.0,Robust-MTD,129,case57,0.005
True,20,-0.04,True,1,1,False,19,False,0.17144160251033033,0.0011658141721571655,0.495557491573015,32.132891690707766,56.66416008316447,0.0,Robust-MTD,130,case57,0.005
True,51,-0.04,True,1,1,False,52,False,0.2186363926213924,0.010876255804027676,0.495557491573015,36.96988544834312,68.23840036522598,0.0,Robust-MTD,131,case57,0.005
True,26,0.04,True,15,15,False,25,False,0.1714439087514161,0.010701879649814968,0.495557491573015,27.71253745595459,36.7694482614752,0.0,Robust-MTD,132,case57,0.005
True,43,-0.04,True,1,1,False,44,False,0.2699127582933381,0.005262339972012523,0.495557491573015,30.034012557007372,48.73924794665073,0.0,Robust-MTD,133,case57,0.005
True,54,-0.04,True,1,1,False,51,False,0.293707392821634,0.006534481014949127,0.495557491573015,32.45499604381621,53.61790655297228,0.0,Robust-MTD,134,case57,0.005
True,32,0.04,False,20,20,False,0,False,0.46294151142358775,0.31316754855238255,0.495557491573015,31.136508501367643,52.22492114990019,0.0,Robust-MTD,135,case57,0.005
True,47,0.04,False,20,20,False,0,False,0.4408111943112065,0.3269101941336059,0.495557491573015,33.67243320099078,58.54091664950829,0.0,Robust-MTD,136,case57,0.005
True,51,0.04,True,1,1,False,52,False,0.22053907907679732,0.010855378502162397,0.495557491573015,32.42238529783208,56.24345442338381,0.0,Robust-MTD,137,case57,0.005
True,53,0.04,True,10,10,False,52,False,0.17920904280552516,0.01130319274997735,0.495557491573015,34.075954189756885,63.057514608954094,0.0,Robust-MTD,138,case57,0.005
True,54,0.04,True,1,1,False,51,False,0.29556829190611483,0.006379925613731735,0.495557491573015,28.125147955142893,39.42159616271966,0.0,Robust-MTD,139,case57,0.005
True,20,0.04,True,1,1,False,19,False,0.17144160119236512,0.0011658141648589822,0.495557491573015,27.34194380172994,47.04547357687262,0.0,Robust-MTD,140,case57,0.005
True,52,0.04,True,17,17,False,53,False,0.18335033873542383,0.0112717882610287,0.495557491573015,27.716285461792722,36.569325302843936,0.0,Robust-MTD,141,case57,0.005
True,10,0.04,True,1,1,False,10,True,3.8671819781197475e-10,0.0005805765380627747,0.495557491573015,30.239443643949926,46.87538933067117,0.0,Robust-MTD,142,case57,0.005
True,12,-0.04,True,1,1,False,12,True,3.8671819781197475e-10,5.86515229289565e-05,0.495557491573015,32.203443846083246,57.176195815554834,0.0,Robust-MTD,143,case57,0.005
True,10,0.04,True,1,1,False,10,True,3.8671819781197475e-10,0.0005805765380627747,0.495557491573015,36.46998124604579,90.21240587462673,0.0,Robust-MTD,144,case57,0.005
True,11,-0.04,True,1,1,False,11,True,3.8671819781197475e-10,0.00024157082727923305,0.495557491573015,33.006241760449484,48.98527323093734,0.0,Robust-MTD,145,case57,0.005
True,25,-0.04,True,4,4,False,25,True,0.1715615088619694,0.010701401966930115,0.495557491573015,28.546018747147173,45.649260442587575,0.0,Robust-MTD,146,case57,0.005
True,36,0.04,True,1,1,False,36,True,3.510181118313956e-08,0.0008632594018604304,0.495557491573015,34.03104368480854,52.515729100559845,0.0,Robust-MTD,147,case57,0.005
True,44,-0.04,False,20,20,False,44,True,0.0006153432208826993,0.011445589650731674,0.495557491573015,33.10100419039372,43.773064546985566,0.0,Robust-MTD,148,case57,0.005
True,24,0.04,True,1,1,False,31,False,0.2589733163667279,0.006644318537855812,0.495557491573015,31.33594990358688,56.09805835119917,0.0,Robust-MTD,149,case57,0.005
True,3,0.04,False,20,20,False,3,True,1.3042850808361468e-08,0.012039909769683013,0.495557491573015,33.4900873422157,49.77890804002528,0.0,Robust-MTD,150,case57,0.005
True,42,0.04,True,3,3,False,42,True,3.8671808797186145e-10,0.00603934730983795,0.495557491573015,32.96903950104024,54.30510419246276,0.0,Robust-MTD,151,case57,0.005
True,23,0.04,False,20,20,False,0,False,0.4920275335942686,0.2972235865512686,0.495557491573015,31.257920752977952,53.18246691604145,0.0,Robust-MTD,152,case57,0.005
True,45,0.04,True,1,1,False,45,True,3.8671808797186145e-10,0.0009484584751343845,0.495557491573015,40.387277110130526,69.39080628508238,0.0,Robust-MTD,153,case57,0.005
True,24,-0.04,True,1,1,False,31,False,0.29656356570024217,0.005738133329989834,0.495557491573015,35.71561045537237,57.789878838229924,0.0,Robust-MTD,154,case57,0.005
True,22,-0.04,False,20,20,False,0,False,0.500007911421265,0.2984697748071524,0.495557491573015,32.156416604993865,42.12701012729668,0.0,Robust-MTD,155,case57,0.005
True,23,0.04,False,20,20,False,0,False,0.42782062921636205,0.32749402455825577,0.495557491573015,30.853054154431447,49.09958089701833,0.0,Robust-MTD,156,case57,0.005
True,54,0.04,True,1,1,False,51,False,0.19731879754717874,0.0036336506509786343,0.495557491573015,30.946208449313417,47.33257855405102,0.0,Robust-MTD,157,case57,0.005
True,33,-0.04,False,20,20,False,33,True,0.41073773356961407,0.015231826604885531,0.495557491573015,29.092054191278294,41.66785620618612,0.0,Robust-MTD,158,case57,0.005
True,39,-0.04,True,8,8,False,39,True,3.8671808797186636e-10,0.007334545584469838,0.495557491573015,30.440612448728643,58.950802101753666,0.0,Robust-MTD,159,case57,0.005
False,0,0.0,False,20,20,False,0,True,0.4218371670341957,0.33205781059929795,0.495557491573015,30.175468637025915,44.02105172339364,0.0,Robust-MTD,160,case57,0.005
False,0,0.0,False,20,20,False,0,True,0.4746619202249729,0.30690042114581545,0.495557491573015,39.09599374746904,80.02419762779029,0.0,Robust-MTD,161,case57,0.005
False,0,0.0,False,20,20,False,0,True,0.4298717310311573,0.3289871802763288,0.495557491573015,28.8680126570398,56.59221910173074,0.0,Robust-MTD,162,case57,0.005
False,0,0.0,False,20,20,False,0,True,0.4566059869564947,0.3178706666874182,0.495557491573015,29.18176249950193,37.32462356565523,0.0,Robust-MTD,163,case57,0.005
False,0,0.0,False,20,20,False,0,True,0.44765751978690294,0.3227050812296399,0.495557491573015,31.021968711866066,49.334318752517014,0.0,Robust-MTD,164,case57,0.005
False,0,0.0,False,20,20,False,0,True,0.5157387692602884,0.2728932165225826,0.495557491573015,38.74522490659729,81.0108723060694,0.0,Robust-MTD,165,case57,0.005
False,0,0.0,False,20,20,False,0,True,0.4334963905546193,0.32830783108755235,0.495557491573015,33.25626044534147,53.13833306136078,0.0,Robust-MTD,166,case57,0.005
False,0,0.0,False,20,20,False,0,True,0.46259075573960695,0.30963926193811564,0.495557491573015,31.55376239155885,57.81233930028975,0.0,Robust-MTD,167,case57,0.005
False,0,0.0,False,20,20,False,0,True,0.4336370993407472,0.3287973832668125,0.495557491573015,30.677837491384707,52.54346699512099,0.0,Robust-MTD,168,case57,0.005
False,0,0.0,False,20,20,False,0,True,0.4465643027920557,0.3229166343981387,0.495557491573015,27.824300102656707,40.269514286774246,0.0,Robust-MTD,169,case57,0.005
False,0,0.0,False,20,20,False,0,True,0.4963112863784082,0.2918688369540153,0.495557491573015,35.279537399765104,56.36977498943452,0.0,Robust-MTD,170,case57,0.005
False,0,0.0,False,20,20,False,0,True,0.47767304294427426,0.3121560175711558,0.495557491573015,33.57161884778179,53.94189792277757,0.0,Robust-MTD,171,case57,0.005
False,0,0.0,False,20,20,False,0,True,0.46417092340020344,0.3141204600047752,0.495557491573015,29.300629152567126,42.63539137318732,0.0,Robust-MTD,172,case57,0.005
False,0,0.0,False,20,20,False,0,True,0.5077175420685343,0.2956471393779139,0.495557491573015,30.110818645334803,53.66262499301229,0.0,Robust-MTD,173,case57,0.005
False,0,0.0,False,20,20,False,0,True,0.43270035208499474,0.3292213418938287,0.495557491573015,32.00363533978816,67.18739999341778,0.0,Robust-MTD,174,case57,0.005
False,0,0.0,False,20,20,False,0,True,0.5112642074395906,0.27897878234653894,0.495557491573015,34.78229169850238,70.42837294284256,0.0,Robust-MTD,175,case57,0.005
False,0,0.0,False,20,20,False,0,True,0.4941880629107357,0.24107919077713102,0.495557491573015,30.606710450956598,56.275183317484334,0.0,Robust-MTD,176,case57,0.005
False,0,0.0,False,20,20,False,0,True,0.46761335287921907,0.31024223858923894,0.495557491573015,27.87674160208553,36.16237019596158,0.0,Robust-MTD,177,case57,0.005
False,0,0.0,False,20,20,False,0,True,0.47511748874866755,0.30561960590548415,0.495557491573015,32.36994579783641,52.225783979520216,0.0,Robust-MTD,178,case57,0.005
False,0,0.0,False,20,20,False,0,True,0.4265530186136673,0.3292067724646828,0.495557491573015,38.041568707558326,93.55509194429033,0.0,Robust-MTD,179,case57,0.005
False,0,0.0,False,20,20,False,0,True,0.43854159407252474,0.32629017191719234,0.495557491573015,38.75854579673614,58.12625027610925,0.0,Robust-MTD,180,case57,0.005
False,0,0.0,False,20,20,False,0,True,0.4253702348568455,0.33118259551102713,0.495557491573015,31.625110495951958,68.84879618010018,0.0,Robust-MTD,181,case57,0.005
False,0,0.0,False,20,20,False,0,True,0.4617429590300586,0.3178498406665381,0.495557491573015,29.69204595137853,48.28278573113495,0.0,Robust-MTD,182,case57,0.005
False,0,0.0,False,20,20,False,0,True,0.48431169421808007,0.3073348605489784,0.495557491573015,37.974608258809894,80.36461040028375,0.0,Robust-MTD,183,case57,0.005
False,0,0.0,True,11,11,True,0,True,0.458526436054704,0.3199311294817184,0.495557491573015,27.687481252360158,35.85076840536204,0.0,Robust-MTD,184,case57,0.005
False,0,0.0,False,20,20,False,0,True,0.4924271713109114,0.30275725656643926,0.495557491573015,33.014870845363475,64.38532085157932,0.0,Robust-MTD,185,case57,0.005
False,0,0.0,False,20,20,False,0,True,0.42851829387776913,0.32768593746524455,0.495557491573015,36.83581470977515,72.56360868341291,0.0,Robust-MTD,186,case57,0.005
False,0,0.0,False,20,20,False,0,True,0.46183103221777627,0.31499498705579876,0.495557491573015,28.635302104521543,42.94957885576878,0.0,Robust-MTD,187,case57,0.005
False,0,0.0,False,20,20,False,15,False,0.4331358686440246,0.2406637265783545,0.495557491573015,38.48020000732504,90.02866664086471,0.0,Robust-MTD,188,case57,0.005
False,0,0.0,False,20,20,False,0,True,0.45953030405091866,0.31643362383965773,0.495557491573015,19.983823047368787,23.537310742540285,0.0,Robust-MTD,189,case57,0.005
False,0,0.0,False,20,20,False,0,True,0.4686203956066402,0.31457347968231447,0.495557491573015,33.992989649414085,54.41804762813266,0.0,Robust-MTD,190,case57,0.005
False,0,0.0,False,20,20,False,0,True,0.4932460414736556,0.2964640630944525,0.495557491573015,26.74997484718915,38.4556770528434,0.0,Robust-MTD,191,case57,0.005
False,0,0.0,False,20,20,False,0,True,0.44448332605487056,0.3241976813286642,0.495557491573015,33.872768699075095,57.80689377279487,0.0,Robust-MTD,192,case57,0.005
False,0,0.0,False,20,20,False,0,True,0.5267121665634279,0.23877256362471244,0.495557491573015,30.71766460489016,44.29332083382179,0.0,Robust-MTD,193,case57,0.005
False,0,0.0,False,20,20,False,0,True,0.4640515564588484,0.30957543147569255,0.495557491573015,16.69939595158212,18.429658375680447,0.0,Robust-MTD,194,case57,0.005
False,0,0.0,False,20,20,False,0,True,0.44457035859966815,0.32511704303515754,0.495557491573015,34.84449175593909,61.76055422693027,0.0,Robust-MTD,195,case57,0.005
False,0,0.0,False,20,20,False,0,True,0.44133763206297616,0.32508585364645853,0.495557491573015,18.520406255265698,22.30376835213974,0.0,Robust-MTD,196,case57,0.005
False,0,0.0,False,20,20,False,0,True,0.5016966506571732,0.29766826325609286,0.495557491573015,31.161164646619,49.59023393457756,0.0,Robust-MTD,197,case57,0.005
False,0,0.0,False,20,20,False,0,True,0.4475258864166105,0.3241551179333471,0.495557491573015,20.87029984977562,25.582056253915656,0.0,Robust-MTD,198,case57,0.005
False,0,0.0,False,20,20,False,0,True,0.42823374117393165,0.2555326548452492,0.495557491573015,10.201752104330808,10.778776768711396,0.0,Robust-MTD,199,case57,0.005
True,26,-0.04,False,20,20,False,0,False,0.5974568318719216,0.3392421116242352,0.6449621867960693,26.59250835131388,44.75133959494998,0.0,HMTD-MDE,0,case57,0.01
True,49,-0.04,False,20,20,False,49,True,0.10759121533633478,0.013461358531468586,0.6449621867960693,26.465529203414917,38.816249987576164,0.0,HMTD-MDE,1,case57,0.01
True,53,-0.04,True,1,1,False,53,True,0.2061236469371159,0.004450389954396036,0.6449621867960693,27.56682084291242,33.26571691432037,0.0,HMTD-MDE,2,case57,0.01
True,37,0.04,True,5,5,False,37,True,0.1719858580467513,0.009982985235517536,0.6449621867960693,28.77647500135936,36.58334130886943,0.0,HMTD-MDE,3,case57,0.01
True,46,0.04,True,17,17,False,0,False,0.572216017139353,0.3637529756599128,0.6449621867960693,27.75349990115501,37.18949826725294,0.0,HMTD-MDE,4,case57,0.01
True,17,0.04,False,20,20,False,17,True,0.20258077086269466,0.039267755835392486,0.6449621867960693,27.760195644805208,63.26600589964074,0.0,HMTD-MDE,5,case57,0.01
True,24,0.04,False,20,20,False,30,False,0.3987980067816613,0.015768807744184682,0.6449621867960693,24.228454203694128,29.49844377581031,0.0,HMTD-MDE,6,case57,0.01
True,3,0.04,True,1,1,False,3,True,3.8671819781215627e-10,0.0034832369284029763,0.6449621867960693,25.928835390368477,32.071928845834925,0.0,HMTD-MDE,7,case57,0.01
True,8,-0.04,True,1,1,False,8,True,3.8671819781197475e-10,0.00028489480589777717,0.6449621867960693,26.90034574479796,35.08819999406114,0.0,HMTD-MDE,8,case57,0.01
True,22,0.04,False,20,20,False,17,False,0.6073898348669017,0.22062113072802253,0.6449621867960693,31.254562508547675,65.12456667842343,0.0,HMTD-MDE,9,case57,0.01
True,29,-0.04,False,20,20,False,31,False,0.4066676489222374,0.017064975801047048,0.6449621867960693,22.05230199615471,29.821256283321418,0.0,HMTD-MDE,10,case57,0.01
True,28,-0.04,False,20,20,False,28,True,0.09599050451743178,0.022646012290534864,0.6449621867960693,28.13465200306382,51.41697914805266,0.0,HMTD-MDE,11,case57,0.01
True,8,0.04,True,1,1,False,8,True,3.8671819781197475e-10,0.00028489480589777717,0.6449621867960693,26.444624952273443,33.51690061681438,0.0,HMTD-MDE,12,case57,0.01
True,28,-0.04,False,20,20,False,28,True,0.11018779624412925,0.023036692496876114,0.6449621867960693,31.095993804046884,52.32463784341235,0.0,HMTD-MDE,13,case57,0.01
True,22,0.04,False,20,20,False,0,False,0.6050241339704564,0.34711342894613906,0.6449621867960693,27.70693535276223,37.86275835300331,0.0,HMTD-MDE,14,case57,0.01
True,26,0.04,False,20,20,False,0,False,0.5769113426276968,0.34580866121360043,0.6449621867960693,24.947683498612605,34.75954854220619,0.0,HMTD-MDE,15,case57,0.01
True,40,-0.04,False,20,20,False,40,True,0.0012646294853161054,0.011280528778619478,0.6449621867960693,30.38833964674268,47.24464408063798,0.0,HMTD-MDE,16,case57,0.01
True,1,-0.04,False,20,20,False,0,False,0.6391948482197117,0.3295257820064361,0.6449621867960693,26.394406205508858,33.28650835319422,0.0,HMTD-MDE,17,case57,0.01
True,37,-0.04,True,15,15,False,37,True,0.17206288001840073,0.00998588727055923,0.6449621867960693,26.087408300372772,34.476558375172324,0.0,HMTD-MDE,18,case57,0.01
True,42,-0.04,False,20,20,False,42,True,4.6133765585023014e-09,0.03399701617374942,0.6449621867960693,28.308827147702686,37.432828883174814,0.0,HMTD-MDE,19,case57,0.01
True,32,0.04,False,20,20,False,0,False,0.5467974402758118,0.3737548756766368,0.6449621867960693,26.045220851665363,51.530495486804284,0.0,HMTD-MDE,20,case57,0.01
True,20,0.04,True,2,2,False,20,True,0.25392766513313325,0.008818082503911214,0.6449621867960693,26.018654051586054,37.619944056496024,0.0,HMTD-MDE,21,case57,0.01
True,46,0.04,False,20,20,False,0,False,0.557551995693139,0.36774621822974374,0.6449621867960693,32.00348565587774,45.07610209402635,0.0,HMTD-MDE,22,case57,0.01
True,42,0.04,False,20,20,False,42,True,1.266341954061922e-08,0.03399701658245823,0.6449621867960693,27.430985306273215,37.512747943401344,0.0,HMTD-MDE,23,case57,0.01
True,56,-0.04,True,3,3,False,38,False,0.17144160094404476,0.015389855031208715,0.6449621867960693,33.07912089221645,57.57570065034089,0.0,HMTD-MDE,24,case57,0.01
True,53,0.04,True,1,1,False,53,True,0.2417082168802721,0.0056916763598968455,0.6449621867960693,28.1235564063536,59.63305770710577,0.0,HMTD-MDE,25,case57,0.01
True,48,0.04,True,1,1,False,48,True,3.8671808797219646e-10,0.002753712702745942,0.6449621867960693,28.690320954774506,43.17037500150038,0.0,HMTD-MDE,26,case57,0.01
True,24,-0.04,True,16,16,False,30,False,0.39965526702918935,0.01587614688517056,0.6449621867960693,30.160514498129487,46.52546905563213,0.0,HMTD-MDE,27,case57,0.01
True,20,0.04,True,1,1,False,20,True,0.2702047724504723,0.010771388692024526,0.6449621867960693,29.708716593449935,52.104831245378605,0.0,HMTD-MDE,28,case57,0.01
True,34,-0.04,True,18,18,False,31,False,0.4268484768796029,0.0200376384482188,0.6449621867960693,28.1498082971666,51.58614618703724,0.0,HMTD-MDE,29,case57,0.01
True,11,-0.04,True,1,1,False,11,True,3.8671819781197475e-10,0.0002955651145503168,0.6449621867960693,26.336516643641517,35.96180659078527,0.0,HMTD-MDE,30,case57,0.01
True,38,0.04,False,20,20,False,56,False,0.1714416009440448,0.015389855031208715,0.6449621867960693,31.0597312025493,50.79780654050412,0.0,HMTD-MDE,31,case57,0.01
True,32,0.04,False,20,20,False,0,False,0.5879016679548882,0.3534937137711702,0.6449621867960693,30.74944799009245,42.94701458420607,0.0,HMTD-MDE,32,case57,0.01
True,15,-0.04,False,20,20,False,0,False,0.5619790895505204,0.3651247850943873,0.6449621867960693,34.56338335527107,58.83251007762741,0.0,HMTD-MDE,33,case57,0.01
